Sr. No.,Symbol,CompanyName,Name
1207,WALCHANNAG,Walchandnagar Industries Limited,WALCHANNAG | Walchandnagar Industries Limited
1208,CHEMFAB,Chemfab Alkalis Limited,CHEMFAB | Chemfab Alkalis Limited
1209,UNIENTER,Uniphos Enterprises Limited,UNIENTER | Uniphos Enterprises Limited
1210,SARVESHWAR,Sarveshwar Foods Limited,SARVESHWAR | Sarveshwar Foods Limited
1211,BODALCHEM,Bodal Chemicals Limited,BODALCHEM | Bodal Chemicals Limited
1212,SEMAC,SEMAC CONSULTANTS LIMITED,SEMAC | SEMAC CONSULTANTS LIMITED
1213,VISAKAIND,Visaka Industries Limited,VISAKAIND | Visaka Industries Limited
1214,LIKHITHA,Likhitha Infrastructure Limited,LIKHITHA | Likhitha Infrastructure Limited
1215,WEL,Wonder Electricals Limited,WEL | Wonder Electricals Limited
1216,ASAL,Automotive Stampings and Assemblies Limited,ASAL | Automotive Stampings and Assemblies Limited
1217,AMNPLST,Amines & Plasticizers Limited,AMNPLST | Amines & Plasticizers Limited
1218,GPTINFRA,GPT Infraprojects Limited,GPTINFRA | GPT Infraprojects Limited
1219,NINSYS,NINtec Systems Limited,NINSYS | NINtec Systems Limited
1220,SHIVALIK,Shivalik Rasayan Limited,SHIVALIK | Shivalik Rasayan Limited
1221,VHL,Vardhman Holdings Limited,VHL | Vardhman Holdings Limited
1222,OWAIS,Owais Metal And Mineral Processing Limited,OWAIS | Owais Metal And Mineral Processing Limited
1223,TRACXN,Tracxn Technologies Limited,TRACXN | Tracxn Technologies Limited
1224,EXCELINDUS,Excel Industries Limited,EXCELINDUS | Excel Industries Limited
1225,INFOBEAN,InfoBeans Technologies Limited,INFOBEAN | InfoBeans Technologies Limited
1226,SANDESH,The Sandesh Limited,SANDESH | The Sandesh Limited
1227,EIMCOELECO,Eimco Elecon (India) Limited,EIMCOELECO | Eimco Elecon (India) Limited
1228,CENTENKA,Century Enka Limited,CENTENKA | Century Enka Limited
1229,HPAL,HP Adhesives Limited,HPAL | HP Adhesives Limited
1230,MICEL,MIC Electronics Limited,MICEL | MIC Electronics Limited
1231,FAZE3Q,Faze Three Limited,FAZE3Q | Faze Three Limited
1232,ORIENTPPR,Orient Paper & Industries Limited,ORIENTPPR | Orient Paper & Industries Limited
1233,MAXIND,Max India Limited,MAXIND | Max India Limited
1234,GRPLTD,GRP Limited,GRPLTD | GRP Limited
1235,DENORA,De Nora India Limited,DENORA | De Nora India Limited
1236,ASALCBR,Associated Alcohols & Breweries Ltd.,ASALCBR | Associated Alcohols & Breweries Ltd.
1237,GKWLIMITED,GKW Limited,GKWLIMITED | GKW Limited
1238,VLSFINANCE,VLS Finance Limited,VLSFINANCE | VLS Finance Limited
1239,SPECIALITY,Speciality Restaurants Limited,SPECIALITY | Speciality Restaurants Limited
1240,CHEMCON,Chemcon Speciality Chemicals Limited,CHEMCON | Chemcon Speciality Chemicals Limited
1241,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD | Sree Rayalaseema Hi-Strength Hypo Limited
1242,PPL,Prakash Pipes Limited,PPL | Prakash Pipes Limited
1243,NCLIND,NCL Industries Limited,NCLIND | NCL Industries Limited
1244,HEXATRADEX,Hexa Tradex Limited,HEXATRADEX | Hexa Tradex Limited
1245,DECCANCE,Deccan Cements Limited,DECCANCE | Deccan Cements Limited
1246,SUTLEJTEX,Sutlej Textiles and Industries Limited,SUTLEJTEX | Sutlej Textiles and Industries Limited
1247,SPENCERS,Spencer's Retail Limited,SPENCERS | Spencer's Retail Limited
1248,BASILIC,Basilic Fly Studio Limited,BASILIC | Basilic Fly Studio Limited
1249,SILVERTUC,Silver Touch Technologies Limited,SILVERTUC | Silver Touch Technologies Limited
1250,SCHAND,S Chand And Company Limited,SCHAND | S Chand And Company Limited
1251,AGSTRA,AGS Transact Technologies Limited,AGSTRA | AGS Transact Technologies Limited
1252,DYCL,Dynamic Cables Limited,DYCL | Dynamic Cables Limited
1253,ALPEXSOLAR,Alpex Solar Limited,ALPEXSOLAR | Alpex Solar Limited
1254,RADIANTCMS,Radiant Cash Management Services Limited,RADIANTCMS | Radiant Cash Management Services Limited
1255,AMBIKCO,Ambika Cotton Mills Limited,AMBIKCO | Ambika Cotton Mills Limited
1256,BAJAJHCARE,Bajaj Healthcare Limited,BAJAJHCARE | Bajaj Healthcare Limited
1257,RSWM,RSWM Limited,RSWM | RSWM Limited
1258,SAKAR,Sakar Healthcare Limited,SAKAR | Sakar Healthcare Limited
1259,MUNJALAU,Munjal Auto Industries Limited,MUNJALAU | Munjal Auto Industries Limited
1260,HMVL,Hindustan Media Ventures Limited,HMVL | Hindustan Media Ventures Limited
1261,ELDEHSG,Eldeco Housing And Industries Limited,ELDEHSG | Eldeco Housing And Industries Limited
1262,INDOAMIN,Indo Amines Limited,INDOAMIN | Indo Amines Limited
1263,DENTALKART,Vasa Denticity Limited,DENTALKART | Vasa Denticity Limited
1264,VIKASLIFE,Vikas Lifecare Limited,VIKASLIFE | Vikas Lifecare Limited
1265,RUSHIL,Rushil Decor Limited,RUSHIL | Rushil Decor Limited
1266,ADSL,Allied Digital Services Limited,ADSL | Allied Digital Services Limited
1267,BCONCEPTS,Brand Concepts Limited,BCONCEPTS | Brand Concepts Limited
1268,DBOL,Dhampur Bio Organics Limited,DBOL | Dhampur Bio Organics Limited
1269,LINC,Linc Limited,LINC | Linc Limited
1270,RADHIKAJWE,Radhika Jeweltech Limited,RADHIKAJWE | Radhika Jeweltech Limited
1271,DHARMAJ,Dharmaj Crop Guard Limited,DHARMAJ | Dharmaj Crop Guard Limited
1272,MAGADSUGAR,Magadh Sugar & Energy Limited,MAGADSUGAR | Magadh Sugar & Energy Limited
1273,CHEVIOT,Cheviot Company Limited,CHEVIOT | Cheviot Company Limited
1274,VINYAS,Vinyas Innovative Technologies Limited,VINYAS | Vinyas Innovative Technologies Limited
1275,BALAJITELE,Balaji Telefilms Limited,BALAJITELE | Balaji Telefilms Limited
1276,OSWALGREEN,Oswal Greentech Limited,OSWALGREEN | Oswal Greentech Limited
1277,ICEMAKE,Ice Make Refrigeration Limited,ICEMAKE | Ice Make Refrigeration Limited
1278,GFLLIMITED,GFL Limited,GFLLIMITED | GFL Limited
1279,PANACEABIO,Panacea Biotec Limited,PANACEABIO | Panacea Biotec Limited
1280,STCINDIA,The State Trading Corporation of India Limited,STCINDIA | The State Trading Corporation of India Limited
1281,TRU,TruCap Finance Limited,TRU | TruCap Finance Limited
1282,UGARSUGAR,The Ugar Sugar Works Limited,UGARSUGAR | The Ugar Sugar Works Limited
1283,MAANALU,Maan Aluminium Limited,MAANALU | Maan Aluminium Limited
1284,NRAIL,N R Agarwal Industries Limited,NRAIL | N R Agarwal Industries Limited
1285,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,JAGSNPHARM | Jagsonpal Pharmaceuticals Limited
1286,GHCLTEXTIL,GHCL Textiles Limited,GHCLTEXTIL | GHCL Textiles Limited
1287,ASIANTILES,Asian Granito India Limited,ASIANTILES | Asian Granito India Limited
1288,DAVANGERE,Davangere Sugar Company Limited,DAVANGERE | Davangere Sugar Company Limited
1289,POCL,Pondy Oxides & Chemicals Limited,POCL | Pondy Oxides & Chemicals Limited
1290,KOTHARIPET,Kothari Petrochemicals Limited,KOTHARIPET | Kothari Petrochemicals Limited
1291,CONSOFINVT,Consolidated Finvest & Holdings Limited,CONSOFINVT | Consolidated Finvest & Holdings Limited
1292,ACL,Andhra Cements Limited,ACL | Andhra Cements Limited
1293,ZUARI,Zuari Agro Chemicals Limited,ZUARI | Zuari Agro Chemicals Limited
1294,GRMOVER,GRM Overseas Limited,GRMOVER | GRM Overseas Limited
1295,BEDMUTHA,Bedmutha Industries Limited,BEDMUTHA | Bedmutha Industries Limited
1296,SUKHJITS,Sukhjit Starch & Chemicals Limited,SUKHJITS | Sukhjit Starch & Chemicals Limited
1297,ESTER,Ester Industries Limited,ESTER | Ester Industries Limited
1298,WSI,W S Industries (I) Limited,WSI | W S Industries (I) Limited
1299,TNPETRO,Tamilnadu PetroProducts Limited,TNPETRO | Tamilnadu PetroProducts Limited
1300,FOODSIN,Foods & Inns Limited,FOODSIN | Foods & Inns Limited
1301,THEINVEST,The Investment Trust Of India Limited,THEINVEST | The Investment Trust Of India Limited
1302,DHUNINV,Dhunseri Investments Limited,DHUNINV | Dhunseri Investments Limited
1303,TBZ,Tribhovandas Bhimji Zaveri Limited,TBZ | Tribhovandas Bhimji Zaveri Limited
1304,EMKAYTOOLS,Emkay Taps and Cutting Tools Limited,EMKAYTOOLS | Emkay Taps and Cutting Tools Limited
1305,KECL,Kirloskar Electric Company Limited,KECL | Kirloskar Electric Company Limited
1306,EMAMIPAP,Emami Paper Mills Limited,EMAMIPAP | Emami Paper Mills Limited
1307,ELECTHERM,Electrotherm (India) Limited,ELECTHERM | Electrotherm (India) Limited
1308,LOKESHMACH,Lokesh Machines Limited,LOKESHMACH | Lokesh Machines Limited
1309,SELAN,Selan Exploration Technology Limited,SELAN | Selan Exploration Technology Limited
1310,AVG,AVG Logistics Limited,AVG | AVG Logistics Limited
1311,SAHANA,Sahana System Limited,SAHANA | Sahana System Limited
1312,DMCC,DMCC SPECIALITY CHEMICALS LIMITED,DMCC | DMCC SPECIALITY CHEMICALS LIMITED
1313,NECLIFE,Nectar Lifesciences Limited,NECLIFE | Nectar Lifesciences Limited
1314,BIRLACABLE,Birla Cable Limited,BIRLACABLE | Birla Cable Limited
1315,GOACARBON,Goa Carbon Limited,GOACARBON | Goa Carbon Limited
1316,JGCHEM,J.G.Chemicals Limited,JGCHEM | J.G.Chemicals Limited
1317,ANNAPURNA,Annapurna Swadisht Limited,ANNAPURNA | Annapurna Swadisht Limited
1318,3IINFOLTD,3i Infotech Limited,3IINFOLTD | 3i Infotech Limited
1319,WEALTH,Wealth First Portfolio Managers Limited,WEALTH | Wealth First Portfolio Managers Limited
1320,PARSVNATH,Parsvnath Developers Limited,PARSVNATH | Parsvnath Developers Limited
1321,ADVANIHOTR,Advani Hotels & Resorts (India) Limited,ADVANIHOTR | Advani Hotels & Resorts (India) Limited
1322,KRITI,Kriti Industries (India) Limited,KRITI | Kriti Industries (India) Limited
1323,ELIN,Elin Electronics Limited,ELIN | Elin Electronics Limited
1324,DPWIRES,D P Wires Limited,DPWIRES | D P Wires Limited
1325,MEGASOFT,Megasoft Limited,MEGASOFT | Megasoft Limited
1326,OCCL,Oriental Carbon & Chemicals Limited,OCCL | Oriental Carbon & Chemicals Limited
1327,MUNJALSHOW,Munjal Showa Limited,MUNJALSHOW | Munjal Showa Limited
1328,ZEEMEDIA,Zee Media Corporation Limited,ZEEMEDIA | Zee Media Corporation Limited
1329,SOLEX,Solex Energy Limited,SOLEX | Solex Energy Limited
1330,MMP,MMP Industries Limited,MMP | MMP Industries Limited
1331,CHEMBOND,Chembond Chemicals Ltd,CHEMBOND | Chembond Chemicals Ltd
1332,JAYAGROGN,Jayant Agro Organics Limited,JAYAGROGN | Jayant Agro Organics Limited
1333,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,JPOLYINVST | Jindal Poly Investment and Finance Company Limited
1334,MANAKSIA,Manaksia Limited,MANAKSIA | Manaksia Limited
1335,SREEL,Sreeleathers Limited,SREEL | Sreeleathers Limited
1336,ONMOBILE,OnMobile Global Limited,ONMOBILE | OnMobile Global Limited
1337,SBC,SBC Exports Limited,SBC | SBC Exports Limited
1338,SPMLINFRA,SPML Infra Limited,SPMLINFRA | SPML Infra Limited
1339,BHAGERIA,Bhageria Industries Limited,BHAGERIA | Bhageria Industries Limited
1340,VALIANTLAB,Valiant Laboratories Limited,VALIANTLAB | Valiant Laboratories Limited
1341,MENONBE,Menon Bearings Limited,MENONBE | Menon Bearings Limited
1342,KILITCH,Kilitch Drugs (India) Limited,KILITCH | Kilitch Drugs (India) Limited
1343,PAVNAIND,Pavna Industries Limited,PAVNAIND | Pavna Industries Limited
1344,KHAICHEM,Khaitan Chemicals & Fertilizers Limited,KHAICHEM | Khaitan Chemicals & Fertilizers Limited
1345,FCSSOFT,FCS Software Solutions Limited,FCSSOFT | FCS Software Solutions Limited
1346,MALLCOM,Mallcom (India) Limited,MALLCOM | Mallcom (India) Limited
1347,NRL,Nupur Recyclers Limited,NRL | Nupur Recyclers Limited
1348,PHANTOMFX,Phantom Digital Effects Limited,PHANTOMFX | Phantom Digital Effects Limited
1349,APEX,Apex Frozen Foods Limited,APEX | Apex Frozen Foods Limited
1350,KAMATHOTEL,Kamat Hotels (I) Limited,KAMATHOTEL | Kamat Hotels (I) Limited
1351,HTMEDIA,HT Media Limited,HTMEDIA | HT Media Limited
1352,RUBYMILLS,The Ruby Mills Limited,RUBYMILLS | The Ruby Mills Limited
1353,ALBERTDAVD,Albert David Limited,ALBERTDAVD | Albert David Limited
1354,KODYTECH,Kody Technolab Limited,KODYTECH | Kody Technolab Limited
1355,LGHL,Laxmi Goldorna House Limited,LGHL | Laxmi Goldorna House Limited
1356,PRIMESECU,Prime Securities Limited,PRIMESECU | Prime Securities Limited
1357,RBZJEWEL,RBZ Jewellers Limited,RBZJEWEL | RBZ Jewellers Limited
1358,PLASTIBLEN,Plastiblends India Limited,PLASTIBLEN | Plastiblends India Limited
1359,IRISDOREME,Iris Clothings Limited,IRISDOREME | Iris Clothings Limited
1360,PDMJEPAPER,Pudumjee Paper Products Limited,PDMJEPAPER | Pudumjee Paper Products Limited
1361,INDSWFTLAB,Ind-Swift Laboratories Limited,INDSWFTLAB | Ind-Swift Laboratories Limited
1362,MIRZAINT,Mirza International Limited,MIRZAINT | Mirza International Limited
1363,STEL,Stel Holdings Limited,STEL | Stel Holdings Limited
1364,SAKUMA,Sakuma Exports Limited,SAKUMA | Sakuma Exports Limited
1365,SIMPLEXINF,Simplex Infrastructures Limited,SIMPLEXINF | Simplex Infrastructures Limited
1366,ARROWGREEN,Arrow Greentech Limited,ARROWGREEN | Arrow Greentech Limited
1367,VINYLINDIA,Vinyl Chemicals (India) Limited,VINYLINDIA | Vinyl Chemicals (India) Limited
1368,OSWALAGRO,Oswal Agro Mills Limited,OSWALAGRO | Oswal Agro Mills Limited
1369,HINDCOMPOS,Hindustan Composites Limited,HINDCOMPOS | Hindustan Composites Limited
1370,ARIHANTCAP,Arihant Capital Markets Limited,ARIHANTCAP | Arihant Capital Markets Limited
1371,MBLINFRA,MBL Infrastructure Limited,MBLINFRA | MBL Infrastructure Limited
1372,DEEPENR,DEEP ENERGY RESOURCES LIMITED,DEEPENR | DEEP ENERGY RESOURCES LIMITED
1373,ORICONENT,Oricon Enterprises Limited,ORICONENT | Oricon Enterprises Limited
1374,SHREYAS,Shreyas Shipping & Logistics Limited,SHREYAS | Shreyas Shipping & Logistics Limited
1375,SKMEGGPROD,SKM Egg Products Export (India) Limited,SKMEGGPROD | SKM Egg Products Export (India) Limited
1376,ORIENTCER,ORIENT CERATECH LIMITED,ORIENTCER | ORIENT CERATECH LIMITED
1377,DIGISPICE,DiGiSPICE Technologies Limited,DIGISPICE | DiGiSPICE Technologies Limited
1378,ZODIAC,Zodiac Energy Limited,ZODIAC | Zodiac Energy Limited
1379,KRISHIVAL,Krishival Foods Limited,KRISHIVAL | Krishival Foods Limited
1380,JETAIRWAYS,Jet Airways (India) Limited,JETAIRWAYS | Jet Airways (India) Limited
1381,RATNAVEER,Ratnaveer Precision Engineering Limited,RATNAVEER | Ratnaveer Precision Engineering Limited
1382,JINDALPHOT,Jindal Photo Limited,JINDALPHOT | Jindal Photo Limited
1383,RADIOCITY,Music Broadcast Limited,RADIOCITY | Music Broadcast Limited
1384,HCL-INSYS,HCL Infosystems Limited,HCL-INSYS | HCL Infosystems Limited
1385,RBL,Rane Brake Lining Limited,RBL | Rane Brake Lining Limited
1386,KHADIM,Khadim India Limited,KHADIM | Khadim India Limited
1387,AXITA,Axita Cotton Limited,AXITA | Axita Cotton Limited
1388,ASMS,Bartronics India Limited,ASMS | Bartronics India Limited
1389,BIRLAMONEY,Aditya Birla Money Limited,BIRLAMONEY | Aditya Birla Money Limited
1390,VISHNUINFR,Vishnusurya Projects and Infra Limited,VISHNUINFR | Vishnusurya Projects and Infra Limited
1391,VLEGOV,VL E-Governance & IT Solutions Limited,VLEGOV | VL E-Governance & IT Solutions Limited
1392,BBTCL,B&B Triplewall Containers Limited,BBTCL | B&B Triplewall Containers Limited
1393,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,NAGAFERT | Nagarjuna Fertilizers and Chemicals Limited
1394,GEECEE,GeeCee Ventures Limited,GEECEE | GeeCee Ventures Limited
1395,RACE,Race Eco Chain Limited,RACE | Race Eco Chain Limited
1396,RITCO,Ritco Logistics Limited,RITCO | Ritco Logistics Limited
1397,TCLCONS,Tantia Constructions Limited,TCLCONS | Tantia Constructions Limited
1398,BALAXI,BALAXI PHARMACEUTICALS LIMITED,BALAXI | BALAXI PHARMACEUTICALS LIMITED
1399,PYRAMID,Pyramid Technoplast Limited,PYRAMID | Pyramid Technoplast Limited
1400,REMSONSIND,Remsons Industries Limited,REMSONSIND | Remsons Industries Limited
1401,UFO,UFO Moviez India Limited,UFO | UFO Moviez India Limited
1402,ACCENTMIC,Accent Microcell Limited,ACCENTMIC | Accent Microcell Limited
1403,PTL,PTL Enterprises Limited,PTL | PTL Enterprises Limited
1404,INDOBORAX,Indo Borax & Chemicals Limited,INDOBORAX | Indo Borax & Chemicals Limited
1405,MOLDTECH,Mold-Tek Technologies Limited,MOLDTECH | Mold-Tek Technologies Limited
1406,MAZDA,Mazda Limited,MAZDA | Mazda Limited
1407,MINDTECK,Mindteck (India) Limited,MINDTECK | Mindteck (India) Limited
1408,COOLCAPS,Cool Caps Industries Limited,COOLCAPS | Cool Caps Industries Limited
1409,ALLETEC,All E Technologies Limited,ALLETEC | All E Technologies Limited
1410,20MICRONS,20 Microns Limited,20MICRONS | 20 Microns Limited
1411,VIKASECO,Vikas EcoTech Limited,VIKASECO | Vikas EcoTech Limited
1412,ORIENTBELL,Orient Bell Limited,ORIENTBELL | Orient Bell Limited
1413,DONEAR,Donear Industries Limited,DONEAR | Donear Industries Limited
1414,CAREERP,Career Point Limited,CAREERP | Career Point Limited
1415,INTLCONV,International Conveyors Limited,INTLCONV | International Conveyors Limited
1416,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK | Shree Pushkar Chemicals & Fertilisers Limited
1417,PRITIKAUTO,Pritika Auto Industries Limited,PRITIKAUTO | Pritika Auto Industries Limited
1418,DIAMINESQ,Diamines & Chemicals Limited,DIAMINESQ | Diamines & Chemicals Limited
1419,SILINV,SIL Investments Limited,SILINV | SIL Investments Limited
1420,BANSWRAS,Banswara Syntex Limited,BANSWRAS | Banswara Syntex Limited
1421,SADBHAV,Sadbhav Engineering Limited,SADBHAV | Sadbhav Engineering Limited
1422,APCL,Anjani Portland Cement Limited,APCL | Anjani Portland Cement Limited
1423,NAHARINDUS,Nahar Industrial Enterprises Limited,NAHARINDUS | Nahar Industrial Enterprises Limited
1424,DUGLOBAL,DUDIGITAL GLOBAL LIMITED,DUGLOBAL | DUDIGITAL GLOBAL LIMITED
1425,GEEKAYWIRE,Geekay Wires Limited,GEEKAYWIRE | Geekay Wires Limited
1426,SGIL,Synergy Green Industries Limited,SGIL | Synergy Green Industries Limited
1427,TIRUPATI,Shree Tirupati Balajee FIBC Limited,TIRUPATI | Shree Tirupati Balajee FIBC Limited
1428,MEDICAMEQ,Medicamen Biotech Limited,MEDICAMEQ | Medicamen Biotech Limited
1429,MEGATHERM,Megatherm Induction Limited,MEGATHERM | Megatherm Induction Limited
1430,TPLPLASTEH,TPL Plastech Limited,TPLPLASTEH | TPL Plastech Limited
1431,RSSOFTWARE,R. S. Software (India) Limited,RSSOFTWARE | R. S. Software (India) Limited
1432,RBMINFRA,Rbm Infracon Limited,RBMINFRA | Rbm Infracon Limited
1433,WANBURY,Wanbury Limited,WANBURY | Wanbury Limited
1434,GENUSPAPER,Genus Paper & Boards Limited,GENUSPAPER | Genus Paper & Boards Limited
1435,KANORICHEM,Kanoria Chemicals & Industries Limited,KANORICHEM | Kanoria Chemicals & Industries Limited
1436,VSTL,Vibhor Steel Tubes Limited,VSTL | Vibhor Steel Tubes Limited
1437,LIBERTSHOE,Liberty Shoes Limited,LIBERTSHOE | Liberty Shoes Limited
1438,GLOBAL,Global Education Limited,GLOBAL | Global Education Limited
1439,BRNL,Bharat Road Network Limited,BRNL | Bharat Road Network Limited
1440,NOVAAGRI,Nova Agritech Limited,NOVAAGRI | Nova Agritech Limited
1441,TVSELECT,TVS Electronics Limited,TVSELECT | TVS Electronics Limited
1442,VINSYS,Vinsys IT Services India Limited,VINSYS | Vinsys IT Services India Limited
1443,NDL,Nandan Denim Limited,NDL | Nandan Denim Limited
1444,KRITINUT,Kriti Nutrients Limited,KRITINUT | Kriti Nutrients Limited
1445,NAHARCAP,Nahar Capital and Financial Services Limited,NAHARCAP | Nahar Capital and Financial Services Limited
1446,CLEDUCATE,CL Educate Limited,CLEDUCATE | CL Educate Limited
1447,ZIMLAB,Zim Laboratories Limited,ZIMLAB | Zim Laboratories Limited
1448,SHIVAMAUTO,Shivam Autotech Limited,SHIVAMAUTO | Shivam Autotech Limited
1449,SYSTANGO,Systango Technologies Limited,SYSTANGO | Systango Technologies Limited
1450,UNIDT,United Drilling Tools Limited,UNIDT | United Drilling Tools Limited
1451,SARLAPOLY,Sarla Performance Fibers Limited,SARLAPOLY | Sarla Performance Fibers Limited
1452,WTICAB,Wise Travel India Limited,WTICAB | Wise Travel India Limited
1453,KRITIKA,Kritika Wires Limited,KRITIKA | Kritika Wires Limited
1454,TRF,TRF Limited,TRF | TRF Limited
1455,AUTOIND,Autoline Industries Limited,AUTOIND | Autoline Industries Limited
1456,MUTHOOTCAP,Muthoot Capital Services Limited,MUTHOOTCAP | Muthoot Capital Services Limited
1457,PURVFLEXI,Purv Flexipack Limited,PURVFLEXI | Purv Flexipack Limited
1458,NBIFIN,N. B. I. Industrial Finance Company Limited,NBIFIN | N. B. I. Industrial Finance Company Limited
1459,AYMSYNTEX,AYM Syntex Limited,AYMSYNTEX | AYM Syntex Limited
1460,MIRCELECTR,MIRC Electronics Limited,MIRCELECTR | MIRC Electronics Limited
1461,NAHARPOLY,Nahar Poly Films Limited,NAHARPOLY | Nahar Poly Films Limited
1462,IITL,Industrial Investment Trust Limited,IITL | Industrial Investment Trust Limited
1463,GOLDTECH,AION-TECH SOLUTIONS LIMITED,GOLDTECH | AION-TECH SOLUTIONS LIMITED
1464,VENUSREM,Venus Remedies Limited,VENUSREM | Venus Remedies Limited
1465,KRISHNADEF,Krishna Defence and Allied Industries Limited,KRISHNADEF | Krishna Defence and Allied Industries Limited
1466,WINDMACHIN,Windsor Machines Limited,WINDMACHIN | Windsor Machines Limited
1467,APS,Australian Premium Solar (India) Limited,APS | Australian Premium Solar (India) Limited
1468,APOLSINHOT,Apollo Sindoori Hotels Limited,APOLSINHOT | Apollo Sindoori Hotels Limited
1469,BPL,BPL Limited,BPL | BPL Limited
1470,CYBERTECH,Cybertech Systems And Software Limited,CYBERTECH | Cybertech Systems And Software Limited
1471,KOTARISUG,Kothari Sugars And Chemicals Limited,KOTARISUG | Kothari Sugars And Chemicals Limited
1472,IL&FSENGG,IL&FS Engineering and Construction Company Limited,IL&FSENGG | IL&FS Engineering and Construction Company Limited
1473,SHIVAUM,Shiv Aum Steels Limited,SHIVAUM | Shiv Aum Steels Limited
1474,ESSARSHPNG,Essar Shipping Limited,ESSARSHPNG | Essar Shipping Limited
1475,CELLECOR,Cellecor Gadgets Limited,CELLECOR | Cellecor Gadgets Limited
1476,PROZONER,Prozone Realty Limited,PROZONER | Prozone Realty Limited
1477,AARTISURF,Aarti Surfactants Limited,AARTISURF | Aarti Surfactants Limited
1478,LAL,Lorenzini Apparels Limited,LAL | Lorenzini Apparels Limited
1479,CINELINE,Cineline India Limited,CINELINE | Cineline India Limited
1480,TECHLABS,Trident Techlabs Limited,TECHLABS | Trident Techlabs Limited
1481,FELIX,Felix Industries Limited,FELIX | Felix Industries Limited
1482,NIPPOBATRY,Indo-National Limited,NIPPOBATRY | Indo-National Limited
1483,PREMIERPOL,Premier Polyfilm Limited,PREMIERPOL | Premier Polyfilm Limited
1484,VARDHACRLC,Vardhman Acrylics Limited,VARDHACRLC | Vardhman Acrylics Limited
1485,RPPINFRA,R.P.P. Infra Projects Limited,RPPINFRA | R.P.P. Infra Projects Limited
1486,HIGREEN,Hi-Green Carbon Limited,HIGREEN | Hi-Green Carbon Limited
1487,SURANI,Surani Steel Tubes Limited,SURANI | Surani Steel Tubes Limited
1488,NILAINFRA,Nila Infrastructures Limited,NILAINFRA | Nila Infrastructures Limited
1489,KAYA,Kaya Limited,KAYA | Kaya Limited
1490,SJLOGISTIC,S J Logistics (India) Limited,SJLOGISTIC | S J Logistics (India) Limited
1491,CRAYONS,Crayons Advertising Limited,CRAYONS | Crayons Advertising Limited
1492,NITCO,Nitco Limited,NITCO | Nitco Limited
1493,EUROBOND,Euro Panel Products Limited,EUROBOND | Euro Panel Products Limited
1494,MEDICO,Medico Remedies Limited,MEDICO | Medico Remedies Limited
1495,ALANKIT,Alankit Limited,ALANKIT | Alankit Limited
1496,EMAMIREAL,Emami Realty Limited,EMAMIREAL | Emami Realty Limited
1497,SAAKSHI,Saakshi Medtech and Panels Limited,SAAKSHI | Saakshi Medtech and Panels Limited
1498,SEJALLTD,Sejal Glass Limited,SEJALLTD | Sejal Glass Limited
1499,SHEMAROO,Shemaroo Entertainment Limited,SHEMAROO | Shemaroo Entertainment Limited
1500,BEWLTD,BEW Engineering Limited,BEWLTD | BEW Engineering Limited
1501,IFBAGRO,IFB Agro Industries Limited,IFBAGRO | IFB Agro Industries Limited
1502,DICIND,DIC India Limited,DICIND | DIC India Limited
1503,PRECOT,Precot Limited,PRECOT | Precot Limited
1504,ASAHISONG,Asahi Songwon Colors Limited,ASAHISONG | Asahi Songwon Colors Limited
1505,ORBTEXP,Orbit Exports Limited,ORBTEXP | Orbit Exports Limited
1506,MODISONLTD,MODISON LIMITED,MODISONLTD | MODISON LIMITED
1507,AURUM,Aurum PropTech Limited,AURUM | Aurum PropTech Limited
1508,KDL,Kore Digital Limited,KDL | Kore Digital Limited
1509,EXXARO,Exxaro Tiles Limited,EXXARO | Exxaro Tiles Limited
1510,KARNIKA,Karnika Industries Limited,KARNIKA | Karnika Industries Limited
1511,SAHYADRI,Sahyadri Industries Limited,SAHYADRI | Sahyadri Industries Limited
1512,SKP,SKP Bearing Industries Limited,SKP | SKP Bearing Industries Limited
1513,KCPSUGIND,KCP Sugar and Industries Corporation Limited,KCPSUGIND | KCP Sugar and Industries Corporation Limited
1514,MKPL,M K Proteins Limited,MKPL | M K Proteins Limited
1515,MANAKSTEEL,Manaksia Steels Limited,MANAKSTEEL | Manaksia Steels Limited
1516,UNIVPHOTO,Universus Photo Imagings Limited,UNIVPHOTO | Universus Photo Imagings Limited
1517,SCPL,Sheetal Cool Products Limited,SCPL | Sheetal Cool Products Limited
1518,SIGMA,Sigma Solve Limited,SIGMA | Sigma Solve Limited
1519,IZMO,IZMO Limited,IZMO | IZMO Limited
1520,SINTERCOM,Sintercom India Limited,SINTERCOM | Sintercom India Limited
1521,FOCE,Foce India Limited,FOCE | Foce India Limited
1522,PODDARMENT,Poddar Pigments Limited,PODDARMENT | Poddar Pigments Limited
1523,PLAZACABLE,Plaza Wires Limited,PLAZACABLE | Plaza Wires Limited
1524,DCMNVL,DCM Nouvelle Limited,DCMNVL | DCM Nouvelle Limited
1525,SHYAMCENT,Shyam Century Ferrous Limited,SHYAMCENT | Shyam Century Ferrous Limited
